drug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
BICTEGRAVIR SODIUM\EMTRICITABINE\TENOFOVIR ALAFENAMIDE FUMARATE,-0.0049793893,0.02325722,0.017872667,-0.006463224,0.0048961034,0.033148278,-0.0011839708,0.015738651,0.025655081,0.010854532,-0.03904707,0.00841565,-0.022391254,0.0042923815,-0.01185997,0.01095342,-0.011166526,-0.007820829,0.016462805,-0.013953468,-0.006868329,0.035472497,0.002531821,0.011291464,-0.0024623375,-0.020003056,-0.019920545,0.007232122,0.013432541,-0.039246224,0.02724219,-0.012532315,0.017750647,-0.024385972,0.038157735,0.0029630281,-0.03440227,0.01864874,0.012451067,-0.032509837,0.015326252,0.020442313,0.01820756,-0.044222865,-0.0032527212,0.025237374,0.011027945,-0.015143225,0.020799544,0.02897657,-0.00030841748,0.015703762,-0.017499026,0.030642508,0.030669982,0.015144788,0.009048434,0.00582244,0.007791611,-0.041832116,0.008167658,-0.02314897,-0.017324135,-0.012997145
BICTEGRAVIR\EMTRICITABINE\TENOFOVIR ALAFENAMIDE,0.04880668,0.009001998,0.040525295,-0.007293913,0.031670265,0.04821464,0.006998237,0.010614978,0.00450396,-0.0005105207,0.0035736484,0.0012426717,-0.006387523,0.0012278155,0.008242301,0.008392679,-0.01769834,0.010219507,0.022207627,-0.014925523,0.005778368,0.064667806,-0.013150986,0.011060824,-0.015494698,0.0222481,0.015090594,-0.0031158747,0.013797255,-0.0029722604,0.034964364,0.0047241244,0.022976018,0.011103972,0.03530445,0.029863948,-0.0074804015,0.012836216,0.030998174,-0.02888286,-0.010013665,0.009779984,0.019028272,-0.034265697,0.0017696237,0.006951777,-0.0089839185,-0.0049231704,-0.015239767,0.0027038867,0.0036272667,0.01699093,0.0069276392,0.042923514,0.033864267,-0.0017762439,0.011813534,0.0100306375,0.007906911,-0.011944533,0.032075424,-0.008072197,-0.0058926446,-0.024178393
BIMATOPROST,0.0013478438,-0.007219682,-0.038126625,-0.004258412,0.004482136,0.017544357,-0.02110746,-0.011874135,-0.060727652,0.013401871,0.030504348,0.029104715,0.007809334,-0.015816856,0.0064147674,0.026502475,0.009057595,0.04058136,0.0025636307,-0.030716766,0.015687132,-0.017782776,0.0013151998,0.005476648,0.031702798,-0.0041889334,0.0469715,-0.016384829,-0.027870335,0.009651509,-0.0142667815,-0.03176547,-0.00818848,-0.020158289,-0.005369637,-0.00078450213,0.04649581,-0.045004178,0.012749323,-0.016640259,-0.025003945,-0.010931251,0.04129648,-0.036781862,0.003932428,-0.027772302,0.024111358,0.036805823,-0.03315534,-0.006580739,0.010224301,-0.015422614,0.03957023,-0.016721621,-0.03153865,-0.03242608,0.03181662,-0.016389908,-0.006669693,0.0022674112,-0.011253623,0.045283902,0.012397555,-0.017762268
BIMEKIZUMAB,-0.041718308,-0.020818396,0.002157519,0.021002706,-0.05846477,-0.06457031,-0.020418534,0.0023073545,0.0018468319,0.02569758,-0.03367506,-0.0049609053,0.016571207,0.03231914,0.04757302,-0.033583853,0.07591405,0.03505675,-0.01812206,0.016675718,0.0016573343,-0.022823062,-0.009503656,0.07607373,0.010939637,-0.045031734,0.02429064,-0.016617915,-0.024114521,0.04250807,-0.005847569,0.00413173,-0.058202706,0.010177708,-0.059480228,0.0021366675,0.004094231,0.007608699,0.0064815194,0.053635895,0.082089424,0.0047275345,-0.036870755,-0.03786053,-0.029160336,0.008407125,0.0221846,0.0065407758,-0.010954099,-0.012568063,0.059805717,-0.003469871,-0.013836251,-0.02682551,-0.03469843,0.015526551,-0.0099457,0.04873105,0.0063248067,-0.010632747,0.001731012,0.04330467,0.0009223195,0.0303768
BIMEKIZUMAB-BKZX,-0.033110544,-0.035925616,-0.0008212526,0.009650004,-0.053934116,-0.08111193,0.00997819,0.0046902895,-0.01068473,0.0036089632,-0.023296429,0.0048109028,0.0053758887,0.04935653,0.021510087,-0.029675886,0.066284254,0.03579358,-0.036677256,0.024329754,0.010099117,-0.019054012,0.0028448943,0.0687812,0.0020258587,-0.05266772,0.0073736133,-0.004272215,-0.008719401,0.021384653,-0.026958024,-0.011922146,-0.039195154,0.009128903,-0.040944695,0.01704143,-0.006262429,0.007665634,-0.0057109487,0.07032579,0.08990702,-0.0016723786,-0.05328521,-0.017468099,-0.019313108,-0.007772403,0.009292403,0.0072250473,-0.008926757,-0.0077418177,0.048960574,-0.014877677,-0.03679421,-0.030973185,-0.032187775,0.016991483,-0.0040031574,0.02913215,0.0063349977,0.0044781133,-0.0051028132,0.040844187,-0.011196587,0.022082485
BINIMETINIB,-0.014989557,0.02801818,0.015973952,-0.0099247815,0.020869177,0.018553551,-0.026293483,0.010482297,0.008887144,-0.018957833,-0.03172823,0.033334028,0.010800842,-0.037109952,0.00954079,0.012905835,-0.024912653,0.007783744,0.028788572,-0.042997207,0.02732564,-0.00580077,-0.026248531,-0.019894352,-0.004536807,-0.005960847,-0.011322828,-0.016439585,0.0028284185,-0.024665443,-0.0042956388,0.00697202,0.004405129,-0.00043724835,-0.008254441,0.0012584432,-0.019835547,-0.04678344,0.030752048,-0.016054105,-0.023546206,0.013018446,0.04877529,0.029608672,0.030447828,-0.015882075,0.0048777596,0.042232372,0.043131594,0.012261868,-0.013159336,-0.0019679065,0.005370266,0.024370547,0.0145190535,0.0005668267,-0.031381547,-0.011988577,-0.009282371,0.008794012,-0.0066451333,-0.017799065,0.013480649,0.030665113
BIRCH TRITERPENES,0.0114082815,-0.021020353,-0.017836478,-0.016881278,0.0065466044,-0.0024134256,-0.0031302362,-0.010525855,-0.009298148,-0.019150091,0.022533309,-0.0008208112,-0.004752063,0.0325244,-0.027343838,-0.0022992038,-0.030302793,-0.013949454,0.027538478,-0.00037166502,-0.034552917,-0.03714113,-0.0014619603,-0.033450816,0.0022852938,-0.020453352,0.035123292,0.01589509,0.025945695,0.0053896517,0.0002475883,-0.015638657,0.011768232,-0.0019293239,-0.011716025,-0.02447104,0.034193918,-0.001353358,0.007039442,0.0058328114,-0.017766587,0.014562479,-0.009302956,0.016828531,0.0069159847,0.028177872,-0.017313177,-0.0005522101,-0.021117704,0.018958647,-0.010574538,0.006321445,0.013069283,-0.032142103,0.014192441,-0.011564281,0.038278516,0.0387118,-0.006697268,0.010879492,0.028443916,0.014831565,-0.0018071696,-0.046034154
BISACODYL,0.034088872,-0.0019633623,0.0066120722,0.0040798998,0.013034345,-0.014436906,0.0009881094,0.012031965,-0.00059546984,-0.004347032,0.020231945,-0.000949901,-0.01480703,-0.019780092,-0.012484636,-0.023814777,0.008183812,0.03450214,0.010120708,-0.0061893985,0.016715648,-0.0041781575,-0.013463303,0.0057526818,-0.03783829,0.037445176,0.008225425,-0.012070835,-0.012239242,0.000561241,0.00081178587,-0.00036946125,-0.009953001,-0.0036420384,-0.0037335062,0.018002225,0.023549264,-0.028075999,-0.008772752,0.013213385,-0.006036847,0.0077542146,0.029736709,-0.010232643,0.010964916,0.005700815,-0.010294293,0.012243076,-0.016611585,0.0014725412,-0.00185532,-0.0021675064,-0.009410203,0.012116849,-0.022391416,0.016613785,-0.0057310495,-0.008479068,0.0032541682,0.012132101,-0.01422247,0.016625429,-0.013515773,0.025555324
BISMUTH SUBCITRATE POTASSIUM\METRONIDAZOLE\TETRACYCLINE HYDROCHLORIDE,0.027218599,0.0021539135,0.005108481,-0.016447289,0.033138055,0.013178899,0.01178069,0.001311493,-0.0047690077,-0.009957007,0.024562242,0.011197041,-0.022752948,-0.0070974575,-0.0076040695,0.0015989403,-0.038395055,-0.02880004,0.012434669,-0.0058079697,0.0018887667,0.0019784872,-0.0029055008,-0.029319277,-0.0019300767,0.015268693,-0.002184005,-0.008966255,0.018010437,-0.0046756165,-0.0074221483,0.006156014,0.01621116,-0.016066363,0.009255581,-0.005584175,-0.0024144344,-0.013518723,0.0047317706,-0.0071751857,-0.018014804,0.00744595,0.012024106,-0.0008601598,0.0063637677,0.009281874,0.019960724,0.010793224,0.027830254,0.0033677982,-0.025085732,-0.002944912,-0.0030348785,0.012136145,-0.010825617,0.01367594,-0.000882636,0.002168823,0.03147749,0.008090596,0.014814511,-0.015471757,0.00041208073,0.005446273
BISMUTH SUBSALICYLATE,0.017026303,-0.004019231,0.008167302,0.013038404,0.016480599,0.024752185,-0.0037278468,-0.022451084,0.01203631,0.0038252177,0.030342693,0.02395483,-0.012350166,0.0020698565,-0.0033078413,0.007956724,-0.01969294,-0.02810121,0.019353703,-0.0019432396,-0.0010805012,0.014152828,0.0013747376,-0.027151862,-0.013939374,0.03285202,-0.009023084,-0.005715497,0.013313486,-0.008751371,-0.002394788,-0.013001003,0.031127432,-0.007484838,0.002156431,0.000244737,0.022526141,-0.008080635,0.011436142,-0.026236199,-0.033125136,0.016197449,0.030850915,0.022783453,0.02073679,0.007672229,-0.011574283,-0.012634951,0.005770325,0.0015419355,-0.03212592,0.012015695,0.011240006,8.663872e-05,0.020230645,-0.004239957,-0.006686051,0.010621693,0.001912453,0.015749326,0.007492374,-0.02738899,-0.020184461,-0.01468751
BISMUTH SUBSALICYLATE OR CALCIUM CARBONATE,-0.003885039,0.0061992565,-0.006733188,-0.0025300821,0.0073300046,0.045291826,0.0072242324,-0.024772715,0.013592829,-0.0031886431,0.024905568,0.015061839,0.0039952868,-0.015233605,-0.011742662,0.011301732,-0.0065860087,-0.030507443,0.013927859,-0.0060316357,-0.031345922,0.012722388,-0.00081735087,-0.047680706,0.008652556,0.036758106,0.0020858217,-0.0077356966,0.017439725,-0.015065134,-0.0018112636,0.0026445335,0.020538654,0.023985254,-0.0030638345,-0.0069415737,0.011761672,-0.002646995,0.008499098,-0.0303049,-0.031812232,0.010313991,0.02757978,0.024870282,-0.0063662874,-0.025966188,0.013510321,0.0111803375,0.003333247,-0.0051050005,-0.024915967,0.0034453594,0.02631863,0.020395711,0.013876455,-0.011012214,-0.0004475293,-0.008722803,-0.008202279,0.02249904,-0.016725205,-0.03499663,0.020446483,-0.025229864
BISOPROLOL,-0.009360628,0.019434148,0.009877993,-0.0032031976,0.0035350802,0.036158044,0.020801717,0.018874722,0.015738335,0.022565082,-0.024253977,0.010035155,0.0009945264,-0.038049165,-0.014235453,0.01167805,-0.016636841,0.0056000557,-0.012580783,-0.009677777,0.01646762,0.03360903,0.0030367654,-0.00632073,0.0015507487,0.013679753,0.0017906701,0.00664701,-0.015153138,-0.005431015,-0.003680719,0.029182682,0.004408774,-0.0055111637,0.025628792,0.013450784,-0.0018537894,-0.014548997,-0.000651952,-0.010052093,-0.012316971,-0.01436659,0.014654565,-0.019156335,0.009389016,0.0076234876,0.013065063,0.0012720124,0.017807338,-0.013359484,-0.012932124,0.004535915,0.0046052667,0.021510785,-2.5986497e-05,0.0076450664,-0.012431878,-0.015219756,0.024327723,-0.0043888977,-0.005712232,-0.022915974,0.011686991,0.019091828
BISOPROLOL FUMARATE,-0.011226743,0.0056800046,-0.005590787,0.010406501,0.0115779545,0.0141811855,0.02405841,0.0029359395,0.015050296,-0.00056794664,-0.009805469,0.011873081,-0.022662088,-0.040516753,-0.014180142,0.0002952931,-0.004826585,0.019161247,-0.01776351,-0.015604647,0.03607021,-0.005126503,-0.023240052,0.0007402632,0.007428734,-0.013533538,-0.03569173,-0.0062229657,-0.0151518425,-0.0031646132,-0.026897758,0.01850582,-0.0012535829,0.0060785688,-0.01581647,0.010650199,0.0022592023,-0.0104377745,-0.0010856239,-0.0038520643,0.00747148,-0.026862763,0.031714648,0.00960688,0.0034247434,-0.008318205,0.007834274,0.00888392,0.0061489395,0.0017575559,-0.013418678,-0.011483084,0.005281226,0.015061441,-0.011859432,0.003053963,-0.031050213,-0.009392498,0.006715765,0.0144642545,-0.026364533,-0.015770324,-0.0006129966,0.027602877
BISOPROLOL\BISOPROLOL FUMARATE,0.018598435,0.02146972,0.007691809,-0.012258081,0.018681362,0.03616831,0.022914888,0.009468535,0.019340169,0.008293747,-0.038406692,0.013007569,-0.001688312,-0.039571807,-0.007894173,-7.173529e-05,-0.0006224329,0.017892018,-0.006141064,-0.016476586,0.017366484,0.014653192,-0.011425115,0.016245952,-0.0027333465,0.008717512,-0.02346122,0.011694762,-0.0036251356,0.002920335,-0.023405518,0.011393737,0.0029961208,0.007587545,0.030996889,0.02099408,-0.0013065841,-0.013339557,0.00031919076,-0.024649499,-0.0011668167,-0.009009051,0.015399997,-0.034933865,0.009970626,-0.004166047,0.020788444,0.0057488405,0.01431427,-0.011357224,-0.00039461133,0.015235351,-0.0043848786,0.05007233,-0.017213766,-0.015335789,-0.01093629,-0.0044071893,0.00816312,-0.0057231416,-0.0014225473,-0.02987286,0.0037713547,0.020200219
BIVALIRUDIN,-0.024521567,-0.003847141,-0.0019214078,0.006559895,-0.02971026,-0.014146348,0.0014397115,-0.006773054,0.0027453892,0.0062159114,0.014369033,-0.024873003,0.0035089937,-0.010138443,-0.0022571112,-0.0034975118,-0.0053378167,-0.00772046,0.019387111,0.0018659643,-0.013690762,0.0028637857,0.023970949,-0.002105946,0.0057182335,-0.010685909,-0.01380869,0.0059318566,0.019207578,-0.0024944432,-0.0064001246,0.0049157976,-0.00039370143,0.0034040862,-0.0017300298,-0.0035063128,-0.026487837,0.02114549,0.009851998,0.006556136,0.013573801,0.0071051237,-0.02270717,0.025660941,-0.006440789,0.007371656,-0.0012638591,0.012240351,-0.010805108,-0.015583813,-0.002921005,-0.003736757,-0.007987568,-0.010853551,0.0068634427,-0.0055833044,0.016630046,-0.0052110166,-0.010051929,-0.002816097,-0.007067869,-0.01654813,-0.013257082,0.005163181
BLEOMYCIN SULFATE,-0.01340203,-0.0050413967,0.012067049,0.007041902,0.013618284,-0.022865422,-0.0038196968,0.0045088814,-0.00042046927,-0.0031262524,-0.011254238,-0.0051252567,0.030327942,0.024907483,-0.0082627125,-0.03485053,-0.018106705,-0.022231419,0.025283169,-0.011866167,-0.021025721,0.004281125,0.0147224,0.020502435,-0.0043663695,-0.039440647,0.016454844,-0.004677312,0.016568858,-0.018722823,0.028724192,0.0068553127,0.00062651193,0.0053759827,-0.017730774,-0.0013398749,-0.00892822,0.01492039,-0.009109642,0.015442489,0.014274895,0.033546038,-0.05577306,0.0029401286,-0.0067175813,0.019486912,-0.016817855,-0.011268597,0.014348079,0.017355727,0.028116979,0.0004023381,-0.041696988,-0.0058105066,0.014422008,0.010841934,0.020231346,0.014419893,-0.015621303,0.016642455,0.014237322,-0.010137327,-0.027817916,0.010553164
BLINATUMOMAB,-0.05191105,0.002838559,0.03546598,0.015438807,-0.03533213,-0.020958016,0.0128950775,0.0050950004,-0.006207621,-0.008266371,-0.020540746,-0.004387959,0.028763827,0.034833618,-0.00053060916,0.011209124,0.030364577,0.0077630826,-0.016773334,0.017782144,-0.011225131,-0.006179772,-0.024848145,0.038879532,-0.014035005,-0.033189345,0.017006116,-0.009444509,-0.028223945,-0.009707748,0.040138695,0.009033361,0.011289297,-0.037618894,0.03212786,0.01695408,-0.017941931,-0.017173292,5.2152373e-05,-0.0052009034,0.008383061,-0.0076811747,-0.0035133741,-0.06193624,0.0067187166,0.004894819,-0.014538924,-0.033399113,0.0005027921,0.02334452,0.055678718,-0.022190843,-0.04115559,-0.0011446696,0.02756572,0.030940963,-0.0031121944,0.006755076,0.014468833,-0.042241342,0.019724026,0.0100642275,-0.0028116927,0.036705345
BORTEZOMIB,-0.026495444,-0.024708988,0.0022796409,0.03490565,-0.055461228,-0.01657258,-0.06284046,0.02911626,0.007993835,0.017196232,-0.07515539,0.013846396,0.07274681,0.009870953,0.049457274,-0.008278714,0.079885006,0.07098275,-0.031392306,-0.008747635,0.068303145,0.0838367,-0.008575326,0.11346046,-0.02344015,0.01919565,-0.0016936641,-0.048579663,-0.054805174,0.042540308,0.00551524,0.020608462,-0.061756704,0.00890576,0.06066158,0.067040436,-0.061114304,0.07065979,-0.014407446,0.062302284,0.075002775,0.03629291,-0.062026937,-0.058861364,-0.054572955,-0.012842996,-0.0063446346,-0.03044642,-0.03192534,-0.032646466,0.077941105,-0.013516638,-0.08237879,0.024427546,-0.015554719,0.08283945,0.038563758,0.011192938,-0.016111074,-0.019420303,-0.026284134,0.020401483,-0.039307367,0.09324029
BOSENTAN,0.02101393,0.004391757,0.036930896,0.04337318,0.055971112,0.043948032,0.01406082,0.015720336,0.010377903,-0.014257226,-0.021134421,0.040761244,-0.0003293584,0.0015759793,0.014019407,-0.010457115,-0.014261391,0.007642222,-0.0040363222,-0.010077731,0.0021097744,0.01720665,-0.02562256,-0.0039380365,-0.02664089,0.012157054,0.028432148,0.016924612,-0.016590327,-0.007850327,0.007252353,0.029243683,0.016375497,-0.023434846,0.024050755,0.016315918,-0.00985677,-0.05312178,-0.0027707792,-0.027074609,-0.016348988,-0.013571305,0.0054260734,-0.0141071435,0.0054774564,-0.0045363875,-0.0032319748,0.006057642,0.026308654,0.013847618,0.009727471,-0.0070669404,-0.008305619,0.028412877,0.032825075,0.0155950645,-0.03448694,0.0038637926,0.019427584,0.020752797,0.039726432,-0.0031823372,0.005621941,0.03351468
BOSUTINIB,0.02614264,0.011041792,0.01492626,-0.0229911,0.011314953,0.0045718076,-0.022415573,-0.0042696223,0.012127955,0.003756875,-0.0067693107,0.020050956,-0.0031762922,-0.03372737,-0.0012001111,-0.0005201809,-0.003017079,-0.0129230395,0.0036575,-0.01928104,0.0076266634,0.0021353676,-0.015423632,-0.016625578,-0.0017547347,0.0063451044,-0.015460722,-0.027831353,0.008963314,-0.022644324,0.009299684,0.007195145,0.003583012,0.005178999,-0.03629979,-0.0022450055,-0.011688507,-0.008799359,0.027934425,-0.003967687,-0.017927114,-0.013060426,0.021131147,0.008943567,-0.01813218,-0.0040271683,0.012498019,0.016025346,-0.011879986,-0.008819393,-0.011719768,0.014055488,-0.0047830436,0.02359177,0.0061953133,-0.005292601,-0.013596056,0.016369715,0.0032042167,0.019090338,-0.0071292366,-0.03056372,-0.006860723,0.016924128
BOSUTINIB MONOHYDRATE,0.005048123,0.030700184,0.013548606,0.0056489343,0.020409606,0.004420168,-0.008346521,0.027301174,0.030890297,-0.025747834,-0.017055942,0.043160986,-0.018097682,-0.033621453,-0.015947679,0.023344941,-0.012890322,-0.0012524582,0.011557435,-0.036285207,0.052597467,-0.021145126,-0.018390104,-0.008927913,0.0054742224,-0.00034111578,-0.016595125,-0.015974807,-0.0057146414,-0.051864877,-0.017690325,0.04455996,0.016620008,-0.017341707,-0.029961422,0.0021304665,-0.027521096,-0.034254488,0.012968471,-0.020995595,0.004227555,0.0037549527,0.03975549,0.0065452354,0.022110838,-0.028572299,0.0187214,0.055158272,0.022176508,-0.00035979392,-0.009698136,-0.0006227104,0.02632531,0.052299168,0.0027647116,0.0043876288,-0.023396043,-0.018319294,-0.005528476,0.012923946,-0.010828276,-0.006921863,0.012763156,0.05611803
BOTULINUM TOXIN NOS,-0.028331613,-0.006809278,-0.009030886,0.0029211603,-0.0660232,-0.042429388,-0.0044160658,0.017323535,-0.0063416306,0.01183127,0.0035885272,-0.03835402,0.00052676676,0.047930922,0.009528259,-0.021410787,0.013511086,-0.011533831,-0.02511156,0.013424862,-0.022567768,0.025552833,0.023577554,0.03788309,-0.011404449,-0.00096885697,0.0028032407,0.012486211,-0.0025170897,0.032628596,-0.014501076,-0.0010137294,-0.034211464,0.028978344,0.0025553226,0.0020894043,-0.011269127,0.02728501,-0.029727295,0.034393262,0.028008556,0.0012702768,-0.062086795,0.01871727,-0.021535328,0.022060921,0.0066775433,-0.028253796,-0.014372879,-0.010234982,0.021269606,-0.011399667,-0.012377607,-0.014219078,-0.0039583705,0.017029919,0.01353454,-0.0050752177,-0.016791284,-0.0023515706,0.0018434941,0.012745782,-0.008004316,-0.011842525
BOTULINUM TOXIN TYPE A,-0.017190214,-0.025556637,-0.009349298,-0.0133404955,-0.057354864,0.0062850993,0.02212316,0.0076863295,-0.0054209027,0.043176837,-0.007778117,0.012367761,0.007420873,0.010185251,0.037817627,-0.022024019,0.014651555,0.023623258,-0.036056887,0.027051605,0.014779122,-0.0055328975,6.699456e-05,0.08481721,-0.01877878,-0.03665805,0.03347873,0.040946145,-0.01675647,0.034477264,-0.026191419,-0.00075378595,-0.0057290774,0.008512748,-0.0056146886,0.008893805,0.0067447093,0.015445545,0.015103232,0.027189504,0.042158134,-0.022046154,-0.04739845,-0.047877163,-0.002232288,0.021113837,0.024508052,-0.039004106,0.009802115,0.01632673,0.009603542,-0.0119919935,-0.048097443,-0.0007378573,-0.010373821,0.014852532,-0.008915493,0.006851574,0.0115549425,-0.013385336,0.009935342,0.004375951,-0.023864487,0.01906692
BOTULINUM TOXIN TYPE A\ONABOTULINUMTOXINA,-0.015794618,-0.019694062,-0.02189745,-0.024408408,-0.030728813,-0.032374676,0.021206144,0.01599338,-0.0074256985,0.0144781545,0.0053324867,0.004045703,-0.011002449,0.03259616,9.1153466e-05,-0.04310706,0.00472448,-0.007219151,-0.014814305,0.035570946,0.0010795892,0.0021973879,-0.0024357592,0.03290565,-0.011684318,-0.017170262,-0.022550538,0.010594619,-0.006975479,0.0048728627,-0.0057041817,-0.017613111,-0.025677329,0.008622607,-0.007946315,0.024538359,0.0043670433,0.024968833,-0.026692297,0.036005177,0.02963752,-0.0222804,-0.03426026,0.019226618,0.0041478598,0.013895057,-0.0112510435,-0.024627848,-0.0126279835,0.0066883913,0.01908841,-0.00092093175,-0.017879862,-0.008426393,-0.005200325,-0.017002901,-0.009090098,-0.010799925,-0.0142747685,0.011278888,-0.008078239,0.014019001,-0.014072935,-0.021743037
